item,available,title,link,category,image,msrp,price,brand,description,c_color,c_heel_height,c_gender,c_material
UU10020-KN8-AG,TRUE,Goldenstar Villa Clog Mustard Seed Nubuck Slippers,https://www.styletread.com.au/goldenstar-villa-clog-mustard-seed-nubuck-slippers.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > COMFORT|SHOES ONLINE > WOMEN'S SHOES > COMFORT > FLATS|SHOES ONLINE > WOMEN'S SHOES > SLIPPERS|SHOES ONLINE > BRANDS > UGG,https://bynder.munrofg.com/m/11aa421a258916ca/original/UU10020KN8AG_2.jpg,229.99,229.99,UGG,"These leather clogs from Ugg are the ultimate in casual style and comfort. GOLDENSTAR VILLA CLOGS is crafted from ultra-light materials and designed to be worn effortlessly, the perfect go-to for a lazy weekend trip down the street.",MUSTARD SEED,0,WOMENS,NUBUCK
CF12356-NGV-AA,TRUE,Zake Taupe Mesh Sneakers,https://www.styletread.com.au/zake-taupe-mesh-sneakers.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > MEN'S SHOES > SNEAKERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS > CASUAL|SHOES ONLINE > MEN'S SHOES > CASUALS > SNEAKERS|SHOES ONLINE > BRANDS > COLORADO|SHOES ONLINE > FEATURED BRANDS > COLORADO|SHOES ONLINE > FEATURED BRANDS > COLORADO > MENS|SHOES ONLINE > FEATURED BRANDS > COLORADO > MENS > SNEAKERS|SHOES ONLINE > FEATURED BRANDS > COLORADO > MENS > CASUAL,https://bynder.munrofg.com/m/4f856f908c843d34/original/CF12356NGVAA_2.jpg,99.95,99.95,COLORADO,"All-day comfort is easy in these sleek casual sneakers from Colorado. ZAKE's understated design makes it simple to slip on for every workday commute or weekend adventure, with a cushioned footbed that will support you the whole time.",TAUPE,3.5,MENS,MESH
DJ21087-NBI-M2,TRUE,Zarek Latte Tumble Nubuck Loafers,https://www.styletread.com.au/zarek-latte-tumble-nubuck-loafers.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > PROMOTIONS 2|SHOES ONLINE > WOMEN'S SHOES > LOAFERS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/5922d66c78159d1/original/DJ21087NBIM2_2.jpg,199.95,149.95,DJANGO & JULIETTE,These leather loafers from Django & Juliette are a classic profile with a subtle twist. ZAREK's sleek design and simple detailing will make them a favourite in this season's wardrobe.,LATTE,2.6,WOMENS,TUMBLE NUBUCK
RO10154-TAN-LE,TRUE,Susana Penny Tan Leather Loafers,https://www.styletread.com.au/susana-penny-tan-leather-loafers.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > BRANDS > ROCKPORT|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > MATHERS SALE|SHOES ONLINE > MOUNTFORDS SALE|SHOES ONLINE > WOMEN'S SHOES > LOAFERS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > WOMENS > FLATS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > SALE|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > SHOP ALL,https://bynder.munrofg.com/m/1c2167cbe63f7d0/original/RO10154TANLE_2.jpg,179.95,79,ROCKPORT,The sophisticated lineage of these leather penny loafers makes them an easy choice when you need everyday style. SUSANA PENNY brings standout Rockport comfort to this timeless and versatile design.,TAN,0,WOMENS,LEATHER
DF13524-WHI-LE,TRUE,Bondie White Leather Loafers,https://www.styletread.com.au/bondie-white-leather-loafers.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DIANA FERRARI|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > WOMEN'S SHOES > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > WHITE FLATS,https://bynder.munrofg.com/m/3a82538612657ffb/original/DF13524WHILE_2.jpg,159.95,159.95,DIANA FERRARI,"Breathe life into your off-duty looks with these casual leather loafers by Diana Ferrari. A modern laser-cut design, BONDIE is ideal for changing up your weekend style.",WHITE,2,WOMENS,LEATHER
ZR10864-KBI-LE,TRUE,Hastice W Almond Leather Sandals,https://www.styletread.com.au/hastice-w-almond-leather-sandals.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > WOMEN'S SHOES > COMFORT|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > COMFORT > FLATS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > COMFORT > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > BRANDS > ZIERA,https://bynder.munrofg.com/m/55b4a7fb05ce9ff0/original/ZR10864KBILE_2.jpg,229.95,229.95,ZIERA,"Enjoy the modern comfort of these casual leather sandals by Ziera. Designed for all-day wear, HASTICE features the Pillow Walk footbed, which offers light contouring and three layers of plush foam to cushion every step. Available in Ziera’s standard W fit, this sandal is a stylish option for warmer weather.<div><br></div>",ALMOND-ALMOND SOLE,3,WOMENS,LEATHER
DF14013-WHI-LE,TRUE,Bondis White Leather Slides,https://www.styletread.com.au/bondis-white-leather-slides.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DIANA FERRARI|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > WOMEN'S SHOES > SLIDES|SHOES ONLINE > WOMEN'S SHOES > FLATS > WHITE FLATS,https://bynder.munrofg.com/m/5fe24b86077e8729/original/DF14013WHILE_2.jpg,99.95,99.95,DIANA FERRARI,These leather thongs from Diana Ferrari are an elevated take on a summer essential. BONDIS is a premium slip-on that brings class to your casual style.,WHITE,2,WOMENS,LEATHER
CC10654-BLA-PW,TRUE,Getaway Platform W Black Croslite Thongs,https://www.styletread.com.au/getaway-platform-w-black-croslite-thongs.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > CROCS|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > MOST POPULAR|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > BACK IN STOCK|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS & WEDGES,https://bynder.munrofg.com/m/3e5766d27235c088/original/CC10654BLAPW_2.jpg,79.99,79.99,CROCS,"These platform thongs from Crocs are summer essentials, designed for flexible comfort that moves with you. GETAWAY PLATFORM W is the all-day style you can slip on, sink into and forget you're wearing.",BLACK,3.5,WOMENS,CROSLITE
DF11166-YEL-HG,TRUE,Ashli Yellow Multi Flat Shoes,https://www.styletread.com.au/ashli-yellow-multi-flat-shoes.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DIANA FERRARI|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS,https://bynder.munrofg.com/m/354ad101e4a2cc61/original/DF11166YELHG_2.jpg,159.95,159.95,DIANA FERRARI,"Casual slip-on sneakers are a style for every season. ASHLI by Diana Ferrari comes in several finishes so you can choose your perfect style (or two!), and is your go-to option for laidback looks.",YELLOW,1.8,WOMENS,MULTI
DJ21493-M33-LE,TRUE,Tangots Metallic Multi Leather Sandals,https://www.styletread.com.au/tangots-metallic-multi-leather-sandals.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/58ffbbba11d982b5/original/DJ21493M33LE_2.jpg,189.95,189.95,DJANGO & JULIETTE,"These bold leather sandals are a fresh statement style from Django &amp; Juliette. Crafted to be your next favourite, TANGOT is ready for every fun night out and weekend adventure.",METALLIC MULTI,3.5,WOMENS,LEATHER
DJ21470-KBM-LE,TRUE,Shachar Almond Dark Tan Leather Sandals,https://www.styletread.com.au/shachar-almond-dark-tan-leather-sandals.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > ESPADRILLES|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL|SHOES ONLINE > WOMEN'S SHOES > SANDALS > NUDE SANDALS,https://bynder.munrofg.com/m/16750947fa07433a/original/DJ21470KBMLE_2.jpg,169.95,169.95,DJANGO & JULIETTE,"Simple to slip on and style, these leather sandals from Django & Juliette are a favourite in any summer wardrobe. SHACHAR is richly textured, with a bold profile that you can count on every day.",ALMOND-DK TAN,2.5,WOMENS,LEATHER
IL12763-TAN-SM,TRUE,Vertinda Tan Sandals,https://www.styletread.com.au/vertinda-tan-sandals.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > BRANDS > I LOVE BILLY|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS,https://bynder.munrofg.com/m/2fdfcee81ab56fec/original/IL12763TANSM_2.jpg,79.95,79.95,I LOVE BILLY,"These iconic sandals from I Love Billy are a true summer essential. Stylish and practical, VERTINDA is a warm-weekend favourite that pairs with everything you love.",TAN,3,WOMENS,SMOOTH
DJ18920-B66-LE,TRUE,Roxey Black Leather Ankle Boots,https://www.styletread.com.au/roxey-black-leather-ankle-boots.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > ANKLE BOOTS|SHOES ONLINE > WOMEN'S SHOES > BOOTS|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > BOOTS > ANKLE BOOTS|SHOES ONLINE > WOMEN'S SHOES > BOOTS > BLOCK HEEL BOOTS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > BOOTS|SHOES ONLINE > WOMEN'S SHOES > ANKLE BOOTS > HEELS|SHOES ONLINE > PROMOTIONS STYLETREAD|SHOES ONLINE > WOMEN'S SHOES > BOOTS > BLACK BOOTS|SHOES ONLINE > WOMEN'S SHOES > BOOTS > HEELED BOOTS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > BOOTS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://s3prod.munrofootweargroup.com.au/D/J/DJ18920B66LE_2.jpg,249.95,249.95,DJANGO & JULIETTE,These leather ankle boots are a timeless silhouette that will never go out of style. ROXEY by Django & Juliette has a ruched upper and a stacked block heel that are both chic and practical.,BLACK-BLACK HEEL,,WOMENS,LEATHER
VN10002-H7R-CA,TRUE,Ward W Summer Green Canvas Sneakers,https://www.styletread.com.au/ward-w-summer-green-canvas-sneakers.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > WOMEN'S SHOES > SNEAKERS|SHOES ONLINE > WOMEN'S SHOES > SNEAKERS > CASUAL|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SNEAKERS|SHOES ONLINE > BRANDS > VANS,https://s3prod.munrofootweargroup.com.au/V/N/VN10002H7RCA_2.jpg,119.99,99,VANS,Kick it up a notch in these classic women's skate shoes by Vans. WARD is a casual sneaker that is easy to style for effortless wear from work week to weekend.,SUMMER GREEN,3,WOMENS,CANVAS
DJ15313-K3V-Y3,TRUE,Radio Ivory Natural Patent Ankle Boots,https://www.styletread.com.au/radio-ivory-natural-patent-ankle-boots.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > ANKLE BOOTS|SHOES ONLINE > WOMEN'S SHOES > BOOTS|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS|SHOES ONLINE > WOMEN'S SHOES > WEDGES|SHOES ONLINE > WOMEN'S SHOES > BOOTS > ANKLE BOOTS|SHOES ONLINE > WOMEN'S SHOES > WEDGES > BOOTS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS > BOOTS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > BOOTS|SHOES ONLINE > WOMEN'S SHOES > ANKLE BOOTS > HEELS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > WEDGES|SHOES ONLINE > WOMEN'S SHOES > BOOTS > HEELED BOOTS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > BOOTS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS & WEDGES,https://www.styletread.com.au/media/catalog/product/D/J/DJ15313K3VY3_2.jpg,239.95,179.95,DJANGO & JULIETTE,Add a contemporary spin to your year-round classics with leather ankle boots by Django &amp; Juliette. RADIO sits on a stacked wedge midsole and cleated platform outsole for a Scandi finish.,IVORY-NATURAL&IVORY,5.5,WOMENS,PATENT-SOLE
DJ20313-M56-LE,TRUE,Jeys Platino Leather Sandals,https://www.styletread.com.au/jeys-platino-leather-sandals.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > WOMEN'S SHOES > HEELS > STRAPPY HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/045423ef4d4a3bb6/original/DJ20313M56LE_2.jpg,159.95,159.95,DJANGO & JULIETTE,"Say yes to elegance with these flat leather sandals by Django & Juliette. Exuding casual sophistication, JEYS effortlessly transitions from summer work looks to evening outings.",PLATINO,0.9,WOMENS,LEATHER
DJ10088-ABQ-SU,TRUE,Belin Taupe Leopard Suede Ballet Flats,https://www.styletread.com.au/belin-taupe-leopard-suede-ballet-flats.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > BALLETS|SHOES ONLINE > WOMEN'S SHOES > PUMPS > FLAT PUMPS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > CASUAL FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/726179c0374a2a17/original/DJ10088ABQSU_2.jpg,159.95,159.95,DJANGO & JULIETTE,"Leather ballet flats that are perfect to pop in your weekend getaway bag or slip on to run errands, BELIN by Django &amp; Juliette are the ultimate style for lightweight versatility.",TAUPE LEOPARD,0.9,WOMENS,SUEDE
JM10248-DDH-SU,TRUE,Morph Navy Suede Lace Up Flats,https://www.styletread.com.au/morph-navy-suede-lace-up-flats.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > SALE|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > JULIUS MARLOW|SHOES ONLINE > MEN'S SHOES > CASUALS > SHOES|SHOES ONLINE > MATHERS SALE,https://s3prod.munrofootweargroup.com.au/J/M/JM10248DDHSU_2.jpg,169.95,129.95,JULIUS MARLOW,These classic leather shoes are a wardrobe essential. MORPH by Julius Marlow is a lightweight style with a padded footbed and soft lining for all-day wear.,NAVY-NAVY,0,MENS,SUEDE
DJ17983-GBJ-LE,TRUE,Cailely Mushroom Leather Sandals,https://www.styletread.com.au/cailely-mushroom-leather-sandals.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > BLOCK HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > MATHERS SALE|SHOES ONLINE > MOUNTFORDS SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://s3prod.munrofootweargroup.com.au/D/J/DJ17983GBJLE_2.jpg,189.95,49,DJANGO & JULIETTE,Step into summer style with these contemporary leather heels by Django & Juliette. CAILELY has a laser-cut upper and an open toe that makes an easy transition from day to night.,MUSHROOM,6.5,WOMENS,LEATHER
HP10317-BLA-AA,TRUE,Kelpie M Black Mesh Lace Up Flats,https://www.styletread.com.au/kelpie-m-black-mesh-lace-up-flats.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > SALE|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > HUSH PUPPIES|SHOES ONLINE > MEN'S SHOES > CASUALS > SHOES|SHOES ONLINE > MATHERS SALE|SHOES ONLINE > MOUNTFORDS SALE,https://s3prod.munrofootweargroup.com.au/H/P/HP10317BLAAA_2.jpg,199.95,79,HUSH PUPPIES,"Head outdoors in lightweight comfort with these lace-up shoes by Hush Puppies. A collaboration with Michelin, KELPIE has a sturdy grip sole that is perfect for short hikes and country getaways.",BLACK,4,MENS,MESH
DJ19859-SDZ-2I,TRUE,Lufus Dj Silver Shimmer Leather Jewels Silver Shimmer,https://www.styletread.com.au/lufus-dj-silver-shimmer-leather-jewels.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://www.styletread.com.au/media/catalog/product/D/J/DJ19859SDZ2I_2.jpg,199.95,149.95,DJANGO & JULIETTE,"Enjoy a bedazzled look with these jewelled leather flats by Django & Juliette. A modern iteration of moccasins, LUFUS is a stylish option for day and night.",SILVER SHIMMER,2,WOMENS,LEATHER-JEWELS
HP10340-BRO-LE,TRUE,Nuno Brown Leather Lace Up Boots,https://www.styletread.com.au/nuno-brown-leather-lace-up-boots.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > SALE|SHOES ONLINE > MEN'S SHOES > BOOTS|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > HUSH PUPPIES|SHOES ONLINE > MEN'S SHOES > BOOTS > ANKLE BOOTS|SHOES ONLINE > MEN'S SHOES > CASUALS > BOOTS|SHOES ONLINE > MEN'S SHOES > BOOTS > LACE-UP BOOTS|SHOES ONLINE > MATHERS SALE,https://www.styletread.com.au/media/catalog/product/H/P/HP10340BROLE_2.jpg,189.95,129.95,HUSH PUPPIES,"For the ultimate in casual looks you cant go past these leather chukka boots from Hush Puppies. NUNO features Bounce technology that provides shock absorption, energy return and durability for long-term wear.",BROWN,0,MENS,LEATHER
DJ19921-B58-2I,TRUE,Patricio Black Leather Jewels Heels,https://www.styletread.com.au/patricio-black-leather-jewels-heels.html,SHOES ONLINE > SALE|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > BLACK HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SALE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://s3prod.munrofootweargroup.com.au/D/J/DJ19921B582I_2.jpg,199.95,149,DJANGO & JULIETTE,"Stand out in style with these leather heels by Django &amp; Juliette. Resting on a jewel-encrusted block heel, PATRICIO has a refined silhouette that elevates your evening wear.",BLACK-BLACK,4.5,WOMENS,LEATHER-JEWELS
IL12495-BLA-SM,TRUE,Brentel Black Heels,https://www.styletread.com.au/brentel-black-heels.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > BRANDS > I LOVE BILLY|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > FLATS > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > HEELS > BLACK HEELS|SHOES ONLINE > WOMEN'S SHOES > LOAFERS,https://s3prod.munrofootweargroup.com.au/I/L/IL12495BLASM_2.jpg,99.95,99.95,I LOVE BILLY,"Discover your signature style with these slingback loafers by I love Billy. From office meetings to weekend festivities, BRENTEL effortlessly enhances your everyday looks.",BLACK,3.1,WOMENS,SMOOTH
